"Materials Id","Formula","Spacegroup","Formation Energy (eV)","E Above Hull (eV)","Band Gap (eV)","Count","Nsites","Density (gm/cc)","Volume","Has Bandstructure","Crystal System",""
"mp-25516","Li(FeO2)2","Fd3m","-1.842","0.018","0.000","","14","4.021","150.856","true","cubic",""
"mp-18782","LiFeO2","I41/amd","-2.059","0.018","1.300","","8","4.219","74.62","true","tetragonal",""
"mp-771923","Li6FeO4","P42/nmc","-2.007","0.019","2.293","","22","2.544","210.812","true","tetragonal",""
"mp-763300","LiFeO2","Pmmn","-2.056","0.02","1.620","","8","4.171","75.473","true","orthorhombic",""
"mp-763305","Li8FeO6","Cmc21","-2.011","0.023","0.000","","30","2.333","295.17","true","orthorhombic",""
"mp-773525","LiFe3O4","P2/m","-1.848","0.024","0.784","","8","5.01","79.045","true","monoclinic",""
"mp-773975","Li9Fe23O32","C2","-1.873","0.025","1.095","","64","4.885","631.829","true","monoclinic",""
"mp-771995","LiFeO2","P1","-2.051","0.025","1.436","","20","4.144","189.922","true","triclinic",""
"mp-769726","Li3(FeO2)4","R3m","-1.949","0.027","0.691","","15","4.051","152.577","true","trigonal",""
"mp-772250","Li8FeO6","P1","-2.006","0.029","0.361","","15","2.668","129.045","true","triclinic",""
"mp-769519","Li21(FeO4)4","C2","-2.051","0.029","1.419","","41","2.553","406.604","true","monoclinic",""
"mp-780305","Li6Fe5O12","P1","-1.928","0.03","0.155","","46","3.856","441.752","false","triclinic",""
"mp-780188","Li6Fe5O12","C2","-1.927","0.031","0.000","","23","3.92","217.247","true","monoclinic",""
"mp-774101","LiFeO2","P63mc","-2.04","0.037","1.775","","8","4.072","77.297","true","hexagonal",""
"mp-773719","LiFe23O32","R3m","-1.824","0.038","0.496","","56","4.755","629.815","true","trigonal",""
"mp-586092","Li3Fe5O8","Cmcm","-1.936","0.039","0.283","","64","4.662","609.805","true","orthorhombic",""
"mp-31768","LiFe5O8","P4332","-1.901","0.04","1.318","","56","4.499","611.519","true","cubic",""
"mp-761358","Li4FeO3","Cc","-1.968","0.042","2.497","","16","2.578","169.548","true","monoclinic",""
"mp-770886","Li3FeO3","Pnma","-2.048","0.045","1.960","","28","2.826","292.971","true","orthorhombic",""
"mp-771402","Li5FeO4","P21/c","-2.054","0.046","2.782","","40","2.521","407.153","true","monoclinic",""
"mp-762455","Li4(FeO2)5","P1","-1.95","0.047","0.316","","19","4.115","188.457","false","triclinic",""
"mp-780192","Li5FeO4","P1","-2.053","0.047","2.587","","40","2.505","409.758","true","triclinic",""
"mp-767292","Li8Fe7O15","C2/m","-2.007","0.048","0.000","","30","4.151","274.619","true","monoclinic",""
"mp-853186","Li35(FeO4)8","P1","-1.996","0.048","0.113","","75","2.483","803.625","false","triclinic",""
"mp-763675","Li4Fe7O12","P21","-1.955","0.048","1.295","","46","4.488","451.938","false","monoclinic",""
"mp-765505","Li4Fe2O5","P21/c","-2.039","0.048","2.143","","44","3.064","475.759","true","monoclinic",""
"mp-780216","Li5Fe3O8","P1","-1.946","0.05","0.000","","32","3.757","291.908","true","triclinic",""
"mp-762434","Li15(FeO6)2","P1","-1.954","0.05","0.011","","29","2.643","256.183","false","triclinic",""
"mp-764163","Li3FeO4","Amm2","-1.837","0.051","0.000","","8","3.335","70.047","true","orthorhombic",""
"mp-763692","Li2(FeO2)3","Fddd","-1.887","0.051","0.000","","22","4.152","221.882","true","orthorhombic",""
"mp-33551","LiFe5O8","R3m","-1.888","0.052","1.188","","14","4.501","152.789","true","trigonal",""
"mp-775036","Li2FeO2","P3m1","-1.916","0.053","2.718","","5","3.65","46.277","true","trigonal",""
"mp-763688","Li7FeO6","R3","-1.918","0.053","0.318","","14","2.677","124.328","true","trigonal",""
"mp-762602","Li5Fe5O12","P1","-1.831","0.056","0.046","","44","3.787","443.727","false","triclinic",""
"mp-780207","Li5FeO4","P1","-2.043","0.058","2.385","","40","2.484","413.32","true","triclinic",""
"mp-762423","Li5Fe5O12","P1","-1.827","0.06","0.019","","44","3.865","434.75","false","triclinic",""
"mp-779985","Li3FeO4","I4/mmm","-1.826","0.062","0.000","","8","3.318","70.395","true","tetragonal",""
"mp-763576","Li3(FeO3)2","C2/m","-1.765","0.063","0.000","","11","3.584","105.882","true","monoclinic",""
"mp-765423","Li3(FeO3)2","C2/c","-1.765","0.064","0.000","","66","3.522","646.359","false","monoclinic",""
"mp-762575","Li2(FeO2)3","P1","-1.874","0.064","0.000","","22","3.976","231.724","true","triclinic",""
"mp-763678","Li13(FeO6)2","P1","-1.871","0.065","0.000","","27","2.632","248.551","true","triclinic",""
"mp-764638","Li2FeO3","Pnna","-1.903","0.065","0.000","","24","3.652","214.121","true","orthorhombic",""
"mp-763690","Li3Fe3O8","R3m","-1.714","0.066","0.000","","14","3.655","143.735","true","trigonal",""
"mp-770655","Li3Fe5O9","C2/c","-1.953","0.067","1.682","","34","3.578","412.174","true","monoclinic",""
"mp-764889","Li9Fe5O12","C2/m","-2.018","0.068","0.279","","26","3.644","243.211","true","monoclinic",""
"mp-770095","Li(FeO2)2","R3m","-1.791","0.069","0.000","","14","4.083","148.562","true","trigonal",""
"mp-770885","Li3FeO3","P21/c","-2.025","0.069","2.296","","28","2.779","297.946","true","monoclinic",""
"mp-772347","Li6FeO6","R3","-1.827","0.069","0.000","","13","2.575","124.777","true","trigonal",""
"mp-781056","Li5FeO4","Pnnm","-2.031","0.07","2.764","","40","2.58","397.855","true","orthorhombic",""
"mp-769843","Li4FeO4","P1","-1.935","0.072","0.304","","18","2.707","181.06","true","triclinic",""
"mp-771486","Li5FeO4","P21/c","-2.028","0.072","2.915","","40","2.48","413.843","true","monoclinic",""
"mp-780203","Li9(FeO4)2","P1","-1.983","0.073","0.084","","38","2.511","399.598","false","triclinic",""
"mp-780312","Li5(FeO2)4","Cc","-1.972","0.073","1.071","","34","4.123","311.023","true","monoclinic",""
"mp-762414","Li3(FeO3)2","P1","-1.754","0.074","0.297","","22","3.5","216.804","false","triclinic",""
"mp-849694","Li5(FeO2)4","R3m","-1.97","0.075","1.143","","17","4.055","158.089","true","trigonal",""
"mp-781076","Li8Fe2O7","P21/c","-2.022","0.075","2.512","","68","2.66","697.17","true","monoclinic",""
"mp-771919","LiFeO2","Imma","-2.001","0.075","0.306","","16","4.259","147.807","true","orthorhombic",""
"mp-765606","Li12Fe5O16","P1","-1.903","0.076","0.000","","33","3.46","296.843","true","triclinic",""
"mp-762931","Li(FeO2)3","Fddd","-1.697","0.077","0.000","","20","4.128","217.578","true","orthorhombic",""
"mp-997515","Li(Fe2O3)4","P1","-1.828","0.078","1.089","","42","4.7","456.245","false","triclinic",""
"mp-850511","LiFeO2","Pbca","-1.997","0.079","1.893","","64","3.293","764.738","true","orthorhombic",""
"mp-771507","Li(FeO2)2","P4322","-1.78","0.08","0.000","","28","4.078","297.483","true","tetragonal",""
"mp-775344","Li9(FeO4)2","C2","-1.972","0.084","0.046","","19","2.547","196.996","true","monoclinic",""
"mp-769789","LiFe2O3","P3m1","-1.855","0.085","0.000","","6","4.66","59.377","true","trigonal",""
"mp-770893","Li4Fe2O5","P21/c","-2.001","0.087","1.599","","44","3.066","475.474","true","monoclinic",""
"mp-771986","Li4Fe3O8","R3m","-1.807","0.088","0.133","","15","3.767","142.517","true","trigonal",""
"mp-771503","Li7Fe3O8","P1","-2.002","0.088","1.891","","36","2.886","396.062","true","triclinic",""
"mp-763685","Li9(FeO4)2","Pc","-1.968","0.088","0.000","","38","2.487","403.456","true","monoclinic",""
"mp-763581","Li8(FeO2)5","P1","-1.918","0.089","0.000","","23","3.121","263.225","true","triclinic",""
"mp-764762","Li(FeO2)2","C2/c","-1.771","0.089","0.000","","14","3.903","155.399","true","monoclinic",""
"mp-782697","Li3(FeO3)2","Pnn2","-1.739","0.089","0.000","","22","3.694","205.428","true","orthorhombic",""
"mp-779889","Li5FeO4","Pbca","-2.011","0.089","3.074","","80","2.498","822.045","true","orthorhombic",""
"mp-772348","Li3FeO3","P42/mnm","-2.004","0.09","1.838","","28","2.891","286.427","false","tetragonal",""
"mp-771687","Li5Fe5O12","C2","-1.795","0.092","0.000","","22","3.548","236.812","true","monoclinic",""
"mp-781016","Li14Fe4O13","P21/c","-1.995","0.1","2.329","","62","2.535","692.322","true","monoclinic",""
"mp-764718","Li3(FeO2)4","C2/m","-1.874","0.102","0.244","","15","4.29","144.054","true","monoclinic",""
"mp-771571","Li(FeO2)2","Cmc21","-1.758","0.102","0.000","","28","4.29","282.761","true","orthorhombic",""
"mp-763849","Li(FeO2)3","Cc","-1.671","0.102","0.422","","20","3.87","232.135","true","monoclinic",""
"mp-771620","Li3Fe3O8","P63mc","-1.675","0.105","0.000","","28","3.565","294.743","true","hexagonal",""
"mp-771396","Li4(FeO2)9","Pm","-1.726","0.106","0.000","","62","4.012","677.5","true","monoclinic",""
"mp-762427","Li3(FeO2)5","P1","-1.802","0.106","0.472","","18","4.026","189.727","true","triclinic",""
"mp-762692","Li5Fe11O16","P1","-1.817","0.107","0.364","","32","4.818","311.887","true","triclinic",""
"mp-762529","Li2(FeO2)5","P1","-1.702","0.107","0.000","","17","4.046","185.941","true","triclinic",""
"mp-774279","Li(FeO2)2","P1","-1.752","0.108","0.000","","56","4.217","575.246","true","triclinic",""
"mp-764936","Li8(FeO2)5","Cm","-1.895","0.112","0.000","","23","3.185","257.964","true","monoclinic",""
"mp-849695","Li2FeO3","C2/m","-1.856","0.112","0.000","","12","3.817","102.429","true","monoclinic",""
"mp-762600","Li6Fe7O15","Cm","-1.834","0.114","0.000","","28","4.191","266.461","true","monoclinic",""
"mp-763689","Li3(FeO2)4","P1","-1.86","0.115","0.000","","15","3.212","192.413","true","triclinic",""
"mp-767924","Li15(FeO4)4","Pc","-1.862","0.118","0.000","","70","2.429","797.654","true","monoclinic",""
"mp-765652","LiFeO3","Cm","-1.538","0.123","0.321","","60","3.483","633.726","true","monoclinic",""
"mp-849463","Li11(FeO3)4","Pm","-1.94","0.125","0.000","","27","2.863","285.168","true","monoclinic",""
"mp-763682","Li(FeO2)3","C2/m","-1.647","0.126","0.000","","10","3.849","116.687","true","monoclinic",""
"mp-773247","Li3Fe5O12","P1","-1.589","0.128","0.000","","20","4.147","197.022","true","triclinic",""
"mp-763871","Li3Fe5O12","P1","-1.588","0.129","0.000","","40","3.805","429.411","false","triclinic",""
"mp-763580","LiFeO3","C2/c","-1.527","0.134","0.332","","20","3.6","204.419","true","monoclinic",""
"mp-775127","Li4Fe3O8","R3m","-1.755","0.139","0.000","","15","3.777","142.122","true","trigonal",""
"mp-771621","Li3Fe3O8","Imm2","-1.639","0.141","0.000","","14","3.677","142.86","true","orthorhombic",""
"mp-771612","LiFeO3","Pnna","-1.519","0.142","0.000","","20","3.719","197.855","true","orthorhombic",""
"mp-764426","LiFeO3","C2/m","-1.51","0.151","0.049","","10","3.815","96.444","false","monoclinic",""
"mp-762739","Li3Fe5O12","P1","-1.557","0.161","0.494","","40","3.711","440.382","false","triclinic",""
"mp-763700","LiFeO3","C2/m","-1.498","0.163","0.166","","10","3.397","108.302","true","monoclinic",""
"mp-706252","LiFe5O8","P1","-1.765","0.175","1.369","","112","4.656","1181.659","false","triclinic",""
"mp-762465","Li3Fe7O12","C2","-1.807","0.183","1.039","","22","4.503","222.609","true","monoclinic",""
"mp-763418","Li2Fe3O10","P1","-1.207","0.215","0.000","","15","3.186","177.944","true","triclinic",""
"mp-763691","Li2(FeO2)3","C2/m","-1.617","0.322","0.000","","11","4.395","104.811","true","monoclinic",""
"mp-19419","LiFeO2","R3m","-1.732","0.345","1.672","","4","4.583","34.345","true","trigonal",""
"mp-773317","LiFe5O8","F43m","-1.524","0.416","1.031","","14","4.934","139.394","true","cubic",""
"mp-771780","Li3Zn(Fe5O8)4","Cm","-1.88","0.041","1.000","9","56","4.68","608.531","true","monoclinic",""
"mp-773267","LiZn(Fe5O8)2","R3m","-1.859","0.043","0.000","","28","4.673","315.125","true","trigonal",""
"mp-773261","LiZn(FeO2)4","R3m","-1.822","0.054","0.000","","14","4.607","152.742","true","trigonal",""
"mp-771267","LiZnFe7O12","Cm","-1.87","0.054","1.396","","42","4.661","466.886","true","monoclinic",""
"mp-771993","LiZn2Fe9O16","Cm","-1.859","0.057","1.370","","56","4.769","624.208","true","monoclinic",""
"mp-773576","LiZn2Fe9O16","Cm","-1.851","0.065","1.537","","28","4.766","312.313","false","monoclinic",""
"mp-771170","Li3Zn2Fe19O32","P1","-1.863","0.065","1.290","","56","4.656","615.154","true","triclinic",""
"mp-769606","LiZn4Fe13O24","Cm","-1.833","0.075","1.414","","42","4.86","470.974","true","monoclinic",""
"mp-771348","LiZn6Fe17O32","Cm","-1.799","0.106","1.345","","56","4.966","622.162","true","monoclinic",""
"mp-772241","Li3MnAl2O6","P1","-2.742","0.041","1.766","11","24","3.1","241.812","true","triclinic",""
"mp-770551","Li2MnAlO4","P21/c","-2.583","0.044","1.110","","32","3.244","327.229","true","monoclinic",""
"mp-770386","LiMnAlO4","Pnma","-2.537","0.046","1.715","","28","3.743","271.261","true","orthorhombic",""
"mp-770591","Li3MnAlO4","I41/a","-2.471","0.055","0.827","","72","2.782","796.251","true","tetragonal",""
"mp-770387","LiMnAlO4","P4322","-2.518","0.064","1.615","","28","3.82","265.821","true","tetragonal",""
"mp-770680","Li9Mn2AlO8","Pnma","-2.208","0.068","2.114","","80","2.686","809.325","true","orthorhombic",""
"mp-770686","Li3MnAl2O6","P21/c","-2.714","0.069","2.123","","48","2.956","507.138","true","monoclinic",""
"mp-770693","Li3MnAl2O6","P21/c","-2.712","0.071","1.406","","48","3.068","488.643","true","monoclinic",""
"mp-770158","LiMnAlO3","P1","-2.653","0.078","1.815","","12","3.263","139.281","true","triclinic",""
"mp-770689","Li2MnAl2O6","Cmce","-2.689","0.082","1.955","","22","3.402","213.566","true","orthorhombic",""
"mp-770706","Li6MnAlO6","C2/c","-2.305","0.102","0.973","","28","2.913","250.318","true","monoclinic",""
"mp-761940","Li2MnCo3O8","C2","-1.71","0","0.000","45","56","4.636","535.238","true","monoclinic",""
"mp-761957","Li2Mn3CoO8","P213","-1.96","0.004","1.374","","56","4.243","572.395","true","cubic",""
"mp-772690","Li3Mn4CoO8","C2/m","-2.025","0.009","0.000","","16","4.506","157.53","true","monoclinic",""
"mp-775651","Li2Mn3CoO8","R3m","-1.951","0.013","0.000","","14","4.283","141.739","true","trigonal",""
"mp-775622","Li3MnCo3O8","R3m","-1.789","0.022","0.468","","15","4.69","134.728","true","trigonal",""
"mp-762866","Li3MnCo3O8","C2/m","-1.788","0.022","0.330","","15","4.72","133.888","true","monoclinic",""
"mp-768015","LiMnCoO4","Imma","-1.812","0.026","0.000","","14","4.351","141.075","true","orthorhombic",""
"mp-777603","LiMnCo3O8","C2/m","-1.497","0.026","1.057","","13","4.38","139.018","false","monoclinic",""
"mp-774071","Li2Mn3(CoO4)3","P1","-1.709","0.031","1.068","","20","4.257","213.555","true","triclinic",""
"mp-868152","Li5Mn2Co3O10","P1","-1.902","0.032","0.818","","20","4.494","177.864","true","triclinic",""
"mp-775027","Li2Mn3CoO8","R3m","-1.929","0.035","0.634","","14","4.246","143.004","true","trigonal",""
"mp-769908","Li2Mn3CoO8","P63mc","-1.928","0.035","0.645","","28","4.264","284.75","true","hexagonal",""
"mp-765971","Li5Mn5(CoO6)2","C2","-1.982","0.038","0.519","","24","4.547","226.14","true","monoclinic",""
"mp-761633","Li3Mn(CoO3)2","C2/m","-1.87","0.038","0.005","","12","4.643","103.584","true","monoclinic",""
"mp-765529","Li2MnCoO4","P2/m","-1.932","0.04","0.000","","8","4.355","73.119","true","monoclinic",""
"mp-778023","LiMnCo3O8","R3m","-1.483","0.04","0.000","","13","4.433","137.343","true","trigonal",""
"mp-761367","Li3Mn2CoO6","C2/m","-1.991","0.043","0.000","","12","4.252","111.552","true","monoclinic",""
"mp-771231","Li4Mn5Co3O16","Cm","-1.86","0.043","0.000","","28","4.555","268.05","true","monoclinic",""
"mp-778656","Li4Mn3(CoO4)3","P1","-1.859","0.044","0.000","","22","4.477","208.194","true","triclinic",""
"mp-764942","Li5Mn2Co5O12","C2","-1.789","0.044","0.266","","24","4.777","219.411","false","monoclinic",""
"mp-777604","Li2MnCo3O8","C2/m","-1.663","0.047","0.000","","14","4.534","136.837","true","monoclinic",""
"mp-779065","Li2Mn2CoO6","P1","-1.925","0.05","0.590","","22","4.298","215.353","true","triclinic",""
"mp-868326","Li6Mn5CoO12","P1","-2.045","0.051","0.000","","24","4.018","234.428","true","triclinic",""
"mp-778584","LiMn2(CoO4)2","C2/m","-1.628","0.051","0.206","","13","4.533","132.862","true","monoclinic",""
"mp-761718","Li2MnCo3O8","P63mc","-1.655","0.055","0.000","","28","4.857","255.471","true","hexagonal",""
"mp-779845","Li4Mn2Co3O10","P1","-1.846","0.056","0.000","","38","4.583","343.791","true","triclinic",""
"mp-770976","Li3Mn(CoO2)4","C2/m","-1.707","0.057","0.000","","16","4.901","148.915","true","monoclinic",""
"mp-868385","Li6Mn5CoO12","P1","-2.038","0.057","0.732","","24","3.864","243.764","true","triclinic",""
"mp-773769","Li2MnCo3O8","C2/m","-1.652","0.058","0.578","","14","4.564","135.936","false","monoclinic",""
"mp-769892","Li4Mn3Co5O16","Cm","-1.714","0.06","0.198","","28","4.745","260.086","true","monoclinic",""
"mp-765552","Li2MnCoO4","C2/c","-1.912","0.06","0.494","","16","4.246","149.995","true","monoclinic",""
"mp-765794","Li5Mn3(CoO5)2","P1","-1.948","0.061","0.000","","20","4.199","188.793","true","triclinic",""
"mp-779153","Li3Mn2(CoO4)2","P1","-1.862","0.066","0.215","","15","4.418","141.539","true","triclinic",""
"mp-775491","Li3Mn5(CoO6)2","C2","-1.903","0.069","0.087","","66","4.437","679.65","false","monoclinic",""
"mp-765276","Li5Mn5CoO12","P1","-2.008","0.07","0.331","","69","4.051","688.956","false","triclinic",""
"mp-765669","Li7Mn3Co3O16","Cm","-1.787","0.07","0.082","","29","3.886","276.11","true","monoclinic",""
"mp-765796","Li3Mn3CoO8","R3m","-1.958","0.072","0.000","","15","4.243","145.812","true","trigonal",""
"mp-775088","Li2Mn2CoO6","Cmce","-1.9","0.075","1.077","","22","4.03","229.648","true","orthorhombic",""
"mp-778583","Li3Mn2(CoO4)2","P1","-1.853","0.076","0.000","","15","4.369","143.123","true","triclinic",""
"mp-771545","Li4Mn5CoO12","C2","-1.964","0.08","0.812","","22","3.902","235.495","true","monoclinic",""
"mp-774397","Li4Mn2Co5O12","P21","-1.723","0.08","0.472","","46","4.824","429.772","true","monoclinic",""
"mp-761737","Li2MnCo3O8","R3m","-1.626","0.083","0.000","","14","4.469","138.839","true","trigonal",""
"mp-766797","Li3Mn2(CoO4)2","P1","-1.843","0.086","0.000","","15","4.276","146.241","true","triclinic",""
"mp-868334","Li4MnCo3O8","C2/m","-1.79","0.087","0.435","","16","4.347","148.036","true","monoclinic",""
"mp-778337","Li2Mn(CoO3)2","P1","-1.723","0.097","0.810","","22","4.309","217.886","true","triclinic",""
"mp-774001","Li2Mn3CuO8","P1","-1.869","0.008","0.007","30","56","4.241","579.898","true","triclinic",""
"mp-771741","Li2Mn3CuO8","R3m","-1.859","0.018","0.000","","14","4.206","146.163","true","trigonal",""
"mp-774011","Li7Mn12Cu5O32","R3","-1.816","0.02","0.000","","56","4.459","572.639","true","trigonal",""
"mp-775165","Li2Mn3CuO8","P212121","-1.855","0.022","0.000","","56","4.332","567.725","true","orthorhombic",""
"mp-769514","Li9Mn12Cu3O32","R3","-1.895","0.023","0.000","","56","4.157","568.899","true","trigonal",""
"mp-773500","LiMnCuO4","Imma","-1.616","0.025","0.000","","14","4.411","142.623","true","orthorhombic",""
"mp-765746","Li2MnCu3O8","P4332","-1.359","0.026","0.000","","56","4.489","573.304","true","cubic",""
"mp-849420","Li2Mn3CuO8","R3m","-1.838","0.039","0.000","","14","4.275","143.807","true","trigonal",""
"mp-772456","Li2Mn3CuO8","Cc","-1.834","0.043","0.108","","28","4.337","283.49","true","monoclinic",""
"mp-771451","Li5Mn2Cu3O10","P1","-1.744","0.049","0.000","","20","4.449","184.815","true","triclinic",""
"mp-761365","Li4Mn5Cu3O16","Cm","-1.7","0.063","0.000","","28","4.488","277.177","true","monoclinic",""
"mp-769814","Li3Mn4CuO8","C2/m","-1.941","0.065","0.000","","16","4.581","156.629","true","monoclinic",""
"mp-767348","LiMn5(CuO6)2","C2","-1.666","0.068","0.154","","20","4.465","223.403","true","monoclinic",""
"mp-765282","Li16Mn15(CuO12)3","P1","-1.986","0.068","0.317","","70","3.891","726.274","false","triclinic",""
